ANCIENNETE,REVENU_MENSUEL,NB_AFFAIRE,nbr_aff_payante,nbr_aff_gratuite,NB_RPA,NB_AFFAIRE_PP,NB_AFFAIRE_AUTO,NB_AFFAIRE_EDM,NB_aff_digital,NB_CPL,TYPE_CLIENT,CSP_MKT,PHASE_RELATION
29,4181.986483535333,4,4,1,1,3,1,4,1,3,ACTIF,ETUDIANT,NOUVEAU
137,2171.0465293335556,2,5,0,0,2,4,3,0,3,ACTIF,CADRE,NOUVEAU
195,7340.022920010792,6,8,0,2,6,3,3,2,0,INACTIF,CADRE,NOUVEAU
153,4897.273759119628,3,1,3,4,7,0,2,0,2,ACTIF,CADRE,RISQUE
226,5468.164309995515,7,8,2,4,1,0,1,0,1,ACTIF,CADRE,FIDELISE
76,7332.020639582181,7,6,1,0,1,0,4,2,3,ACTIF,CADRE,RISQUE
170,4055.4622326922263,8,8,3,0,7,2,1,1,2,INACTIF,OUVRIER,NOUVEAU
9,4876.025982703992,6,3,2,4,6,1,2,1,1,INACTIF,CADRE,RISQUE
207,3387.344001388517,7,6,0,2,1,3,2,0,0,INACTIF,OUVRIER,NOUVEAU
40,3382.9925580083755,4,0,1,0,7,3,4,2,2,ACTIF,OUVRIER,NOUVEAU
25,3658.8342119882423,7,7,2,0,4,2,1,2,3,ACTIF,ETUDIANT,FIDELISE
5,4515.019218332669,2,6,4,1,7,4,2,1,0,INACTIF,CADRE,RISQUE
139,4730.408931653869,5,6,1,3,6,2,0,2,0,INACTIF,CADRE,NOUVEAU
187,6077.264301796759,3,1,4,1,3,2,3,2,1,INACTIF,ETUDIANT,RISQUE
226,3717.566103916201,7,9,3,2,0,1,1,0,3,INACTIF,CADRE,FIDELISE
216,6139.2653518349525,5,8,2,3,4,4,4,0,3,INACTIF,CADRE,NOUVEAU
124,6470.002583046456,7,7,2,4,7,2,2,1,2,ACTIF,OUVRIER,NOUVEAU
207,4564.355634335468,9,0,2,2,4,3,2,1,1,ACTIF,OUVRIER,RISQUE
38,3890.5508551632374,6,0,2,2,3,1,2,0,2,ACTIF,ETUDIANT,RISQUE
72,5670.15806395998,5,4,1,1,2,4,3,2,0,ACTIF,OUVRIER,RISQUE
133,5094.16507397911,7,1,4,3,6,3,1,2,0,INACTIF,CADRE,FIDELISE
176,5940.7036585470905,1,0,4,2,6,0,2,0,2,ACTIF,CADRE,FIDELISE
90,8639.732872519933,3,9,3,3,5,1,3,0,3,INACTIF,ETUDIANT,NOUVEAU
146,5637.274096855431,3,7,3,4,3,3,0,0,3,INACTIF,CADRE,RISQUE
198,4221.538877439736,11,3,2,3,2,2,1,0,0,INACTIF,ETUDIANT,FIDELISE
37,3718.2207761158825,4,1,0,1,3,2,4,2,0,ACTIF,CADRE,RISQUE
60,3795.596737356833,2,4,0,1,4,1,1,2,1,ACTIF,ETUDIANT,RISQUE
176,2574.4673857777584,5,5,2,2,6,4,2,1,0,INACTIF,CADRE,FIDELISE
205,7365.487216691157,7,7,4,3,5,2,4,0,0,ACTIF,CADRE,RISQUE
28,1033.4423612884711,2,6,3,1,6,3,1,1,0,ACTIF,CADRE,NOUVEAU
197,6476.209635438611,5,6,1,0,1,0,4,2,2,INACTIF,CADRE,NOUVEAU
205,3763.872186649539,2,0,0,1,4,4,1,1,0,ACTIF,CADRE,RISQUE
81,4475.189570751764,1,2,3,4,7,1,0,2,1,ACTIF,ETUDIANT,FIDELISE
114,3704.0247169112226,6,2,0,0,4,2,0,2,1,ACTIF,ETUDIANT,RISQUE
40,8391.729319284063,4,6,4,3,0,4,0,1,1,INACTIF,OUVRIER,NOUVEAU
45,5532.631203371554,7,1,4,2,4,0,1,1,1,ACTIF,ETUDIANT,RISQUE
224,7080.757050085705,7,9,2,0,4,4,4,0,0,ACTIF,CADRE,FIDELISE
62,8101.053717192012,6,6,2,1,4,4,0,2,1,ACTIF,ETUDIANT,FIDELISE
93,5826.810948044807,6,8,0,2,7,1,3,0,2,ACTIF,CADRE,FIDELISE
115,3108.7524582895753,6,0,0,2,5,0,3,0,2,INACTIF,CADRE,FIDELISE
186,5058.714499768455,7,1,3,2,0,0,0,2,3,INACTIF,OUVRIER,NOUVEAU
67,4015.503972867595,4,5,2,2,2,4,0,1,3,ACTIF,ETUDIANT,RISQUE
56,4492.991676225402,9,1,4,3,5,2,2,0,0,INACTIF,ETUDIANT,NOUVEAU
40,5310.752414701422,4,1,3,3,5,4,3,0,3,ACTIF,CADRE,FIDELISE
98,5231.688715815471,6,4,3,3,6,3,3,2,2,INACTIF,ETUDIANT,RISQUE
40,6324.218322040573,7,6,1,1,6,2,0,1,2,ACTIF,ETUDIANT,RISQUE
91,6614.608587560973,4,3,4,3,6,1,2,1,0,INACTIF,ETUDIANT,FIDELISE
205,5231.709647467085,6,5,3,2,6,0,4,0,3,ACTIF,CADRE,RISQUE
237,6306.937836215835,2,2,1,0,6,2,2,2,0,ACTIF,ETUDIANT,FIDELISE
33,4401.280290129117,6,3,2,0,0,1,2,0,1,ACTIF,CADRE,RISQUE
6,8129.559651193007,4,3,4,0,1,4,3,1,1,INACTIF,CADRE,FIDELISE
216,4368.977423564707,3,3,2,0,2,1,0,0,3,INACTIF,ETUDIANT,NOUVEAU
147,7894.372969244856,3,0,1,0,6,3,0,2,0,ACTIF,OUVRIER,RISQUE
80,2547.8658164565563,5,3,4,4,7,1,0,0,2,ACTIF,CADRE,NOUVEAU
168,4739.185485178308,3,3,0,0,5,2,2,1,0,ACTIF,ETUDIANT,NOUVEAU
92,4838.043652772789,4,5,0,0,5,0,2,2,1,INACTIF,OUVRIER,NOUVEAU
97,6057.983589496948,3,8,0,0,0,2,1,2,0,ACTIF,CADRE,NOUVEAU
59,7223.633606437647,6,9,3,1,1,2,4,2,0,INACTIF,OUVRIER,NOUVEAU
59,3001.2095938809443,9,5,0,4,6,0,1,2,3,INACTIF,ETUDIANT,RISQUE
48,3284.033915914185,5,5,3,0,7,3,4,2,2,ACTIF,OUVRIER,RISQUE
169,2696.1838645675243,6,6,3,3,1,2,1,0,0,ACTIF,OUVRIER,RISQUE
13,8140.368394396835,4,6,1,1,3,0,1,2,1,ACTIF,CADRE,NOUVEAU
107,6095.209885594245,3,0,0,4,6,0,1,1,0,INACTIF,CADRE,FIDELISE
45,3331.257583085754,9,7,4,3,3,2,1,2,2,ACTIF,ETUDIANT,FIDELISE
89,4613.810252087858,3,0,3,3,5,0,2,1,0,ACTIF,CADRE,RISQUE
181,7863.522791322989,9,8,1,1,5,4,4,1,2,INACTIF,OUVRIER,NOUVEAU
170,4943.761539377524,4,3,3,3,4,2,1,1,0,INACTIF,OUVRIER,RISQUE
100,4825.623724417655,8,8,4,2,2,3,1,1,3,ACTIF,ETUDIANT,NOUVEAU
191,3937.4065863538826,3,7,4,1,0,4,0,1,2,ACTIF,CADRE,FIDELISE
155,3450.0153723624744,3,8,0,1,4,3,2,0,0,INACTIF,CADRE,FIDELISE
166,7866.647620886313,5,5,3,2,2,2,3,1,0,INACTIF,ETUDIANT,NOUVEAU
188,8847.80317748412,8,8,4,1,5,1,0,1,0,ACTIF,CADRE,FIDELISE
7,3529.6111944253043,3,3,2,3,3,0,3,1,0,INACTIF,OUVRIER,NOUVEAU
133,8309.88465843624,4,2,4,3,0,4,1,0,0,INACTIF,ETUDIANT,RISQUE
235,4525.22116741979,8,2,4,3,1,2,4,2,1,ACTIF,CADRE,NOUVEAU
45,6567.295990737774,3,7,3,2,1,0,3,1,3,ACTIF,OUVRIER,NOUVEAU
58,8320.427609628816,3,1,4,3,4,1,3,0,1,INACTIF,ETUDIANT,FIDELISE
31,5209.846808592736,2,5,1,2,4,3,3,0,0,ACTIF,OUVRIER,NOUVEAU
23,4844.116159465282,7,8,4,2,0,2,4,0,2,INACTIF,OUVRIER,FIDELISE
170,7102.161927576371,2,8,2,2,1,2,0,2,2,INACTIF,CADRE,NOUVEAU
138,3280.094325927502,6,7,4,1,6,1,2,0,1,INACTIF,OUVRIER,FIDELISE
160,7794.122755680861,5,7,0,4,6,3,4,1,1,INACTIF,CADRE,NOUVEAU
107,5785.618784885167,6,0,3,2,4,2,0,1,1,INACTIF,OUVRIER,NOUVEAU
181,4344.498983691647,2,6,2,3,7,0,1,1,3,ACTIF,CADRE,NOUVEAU
158,4291.664793368291,10,0,1,2,1,1,0,2,3,ACTIF,CADRE,NOUVEAU
39,2733.074976343268,3,8,4,0,3,2,3,0,2,INACTIF,ETUDIANT,RISQUE
159,4427.655666752021,6,2,4,1,4,3,0,1,1,INACTIF,CADRE,RISQUE
82,4971.924476011198,5,0,1,3,5,4,0,1,3,ACTIF,OUVRIER,FIDELISE
100,3377.4129365770364,7,7,4,1,6,2,1,1,1,ACTIF,ETUDIANT,RISQUE
2,5409.070047741991,6,6,0,1,2,3,1,2,1,ACTIF,ETUDIANT,RISQUE
206,6445.8341690509915,7,1,2,0,7,1,0,1,3,ACTIF,OUVRIER,FIDELISE
77,5073.055728001163,4,6,4,2,4,3,4,0,0,INACTIF,OUVRIER,RISQUE
221,6825.451653038534,7,4,1,3,3,3,1,0,0,INACTIF,ETUDIANT,FIDELISE
12,3885.7200340413274,2,6,1,4,0,1,3,2,1,ACTIF,ETUDIANT,RISQUE
39,7506.765528439881,6,9,2,1,6,4,4,2,2,INACTIF,CADRE,FIDELISE
194,5743.629411549716,7,6,0,4,1,0,0,2,3,INACTIF,ETUDIANT,FIDELISE
224,8590.514339509486,5,1,2,4,6,4,3,0,0,ACTIF,OUVRIER,RISQUE
13,10328.434624477466,4,1,4,2,7,0,3,2,3,INACTIF,ETUDIANT,FIDELISE
46,4559.512815393437,5,6,0,4,5,0,4,2,3,INACTIF,OUVRIER,NOUVEAU
155,4641.872246197084,2,2,0,3,0,0,0,0,1,INACTIF,OUVRIER,RISQUE
113,5007.515756102565,8,3,1,2,6,2,3,1,0,ACTIF,CADRE,NOUVEAU
233,6691.404500351029,5,6,0,4,4,4,1,2,3,ACTIF,CADRE,RISQUE
17,8151.93994095018,6,1,4,2,2,3,1,1,2,INACTIF,CADRE,RISQUE
104,4194.3830316603935,5,1,4,3,0,2,4,1,1,ACTIF,OUVRIER,FIDELISE
223,6262.488532956146,6,8,4,1,6,1,1,1,1,ACTIF,OUVRIER,FIDELISE
98,5228.145420288465,8,0,3,0,2,1,2,1,0,INACTIF,OUVRIER,FIDELISE
188,6736.218205081177,7,2,0,2,4,0,0,2,1,ACTIF,CADRE,RISQUE
192,8518.91538681538,0,9,0,0,6,2,3,2,0,ACTIF,ETUDIANT,FIDELISE
88,5019.343525133971,4,3,4,1,2,2,3,2,3,INACTIF,ETUDIANT,NOUVEAU
109,2160.264666652539,7,4,1,3,2,1,4,0,2,INACTIF,CADRE,NOUVEAU
163,6987.803353760586,7,2,0,1,3,3,4,0,0,ACTIF,CADRE,RISQUE
70,3834.589562789095,2,8,3,0,6,4,3,1,3,ACTIF,OUVRIER,RISQUE
211,5213.768526072445,3,4,0,3,0,4,1,0,3,INACTIF,OUVRIER,FIDELISE
158,7074.061673743227,9,6,2,4,4,0,4,1,3,INACTIF,OUVRIER,NOUVEAU
199,6094.789707062216,7,6,3,4,3,0,2,1,1,INACTIF,ETUDIANT,FIDELISE
74,5296.55994889391,8,8,1,2,2,0,4,2,2,ACTIF,ETUDIANT,FIDELISE
233,4348.236575083358,4,1,3,4,3,1,1,2,2,ACTIF,CADRE,FIDELISE
224,1000.0,2,2,3,0,3,1,0,0,2,INACTIF,CADRE,FIDELISE
226,6896.641631512404,6,3,0,4,2,4,2,2,0,INACTIF,OUVRIER,NOUVEAU
63,4994.096601548472,2,7,3,2,4,0,4,0,2,ACTIF,ETUDIANT,FIDELISE
156,8526.672556711452,4,0,4,3,6,2,0,2,3,ACTIF,ETUDIANT,NOUVEAU
60,6296.05605992374,9,8,3,4,7,3,0,2,1,INACTIF,CADRE,NOUVEAU
79,4417.749254930314,4,4,0,2,1,1,3,0,2,ACTIF,ETUDIANT,RISQUE
222,7633.7401767520805,3,3,4,4,3,0,1,1,3,ACTIF,OUVRIER,FIDELISE
37,7802.258811916381,4,7,1,4,0,0,3,0,2,ACTIF,ETUDIANT,RISQUE
221,5061.936371295044,2,8,2,0,2,1,1,2,0,INACTIF,OUVRIER,RISQUE
22,7887.289731146455,7,2,3,2,1,4,0,1,3,INACTIF,OUVRIER,RISQUE
196,4389.3838892279055,7,3,4,2,7,4,4,2,0,ACTIF,OUVRIER,NOUVEAU
148,5819.295538815806,2,0,4,1,3,4,1,2,1,INACTIF,OUVRIER,FIDELISE
96,6642.816775437561,4,2,1,1,7,4,1,2,1,INACTIF,ETUDIANT,RISQUE
228,7069.563168028379,4,9,1,2,2,2,0,1,0,INACTIF,ETUDIANT,NOUVEAU
68,6743.04369723178,5,4,2,0,2,0,2,2,2,ACTIF,OUVRIER,RISQUE
219,4834.685638873655,6,7,2,4,3,4,0,0,0,INACTIF,CADRE,NOUVEAU
192,7687.395281382883,6,0,0,3,6,4,0,0,3,INACTIF,CADRE,NOUVEAU
17,5251.145353787163,8,0,2,4,5,3,1,0,0,ACTIF,OUVRIER,NOUVEAU
12,4361.945275449613,4,2,2,3,5,3,0,1,0,ACTIF,OUVRIER,NOUVEAU
150,4391.324065373338,1,8,4,0,0,0,3,0,1,INACTIF,CADRE,FIDELISE
145,9379.97678295267,4,8,3,1,2,1,0,2,3,INACTIF,ETUDIANT,NOUVEAU
138,4016.0331438161106,6,0,3,2,2,4,4,1,1,INACTIF,ETUDIANT,RISQUE
118,8083.270453520894,3,3,2,0,3,2,0,2,3,ACTIF,CADRE,FIDELISE
193,3229.0666083796605,4,7,0,3,1,3,0,2,1,INACTIF,OUVRIER,RISQUE
22,6475.810890148373,1,1,0,2,2,4,4,2,1,ACTIF,OUVRIER,FIDELISE
218,6094.16690298167,7,3,3,3,6,1,2,0,2,ACTIF,ETUDIANT,RISQUE
120,8742.453759452455,2,6,1,4,2,2,2,0,1,ACTIF,ETUDIANT,RISQUE
210,4191.19620966297,9,6,4,4,3,3,2,1,1,INACTIF,OUVRIER,NOUVEAU
50,3638.6715640792263,6,4,2,4,5,1,3,1,2,INACTIF,ETUDIANT,RISQUE
14,5266.979243306036,5,6,4,2,2,1,4,0,3,INACTIF,CADRE,FIDELISE
192,8829.603658480904,10,5,2,1,6,2,3,0,2,ACTIF,CADRE,RISQUE
175,3731.683040112464,7,1,2,1,3,2,3,2,0,ACTIF,ETUDIANT,NOUVEAU
29,1000.0,5,8,3,3,0,3,3,0,2,INACTIF,OUVRIER,NOUVEAU
204,5619.535674746565,4,4,4,1,3,2,4,2,2,INACTIF,CADRE,FIDELISE
164,7399.045835922017,11,1,4,1,6,4,1,0,1,ACTIF,ETUDIANT,RISQUE
227,3472.388134720274,4,5,1,3,5,2,1,2,1,INACTIF,ETUDIANT,NOUVEAU
180,7195.8643467065285,3,9,1,3,1,1,2,0,1,INACTIF,OUVRIER,FIDELISE
125,3428.178029975087,1,4,4,3,2,2,3,0,3,ACTIF,ETUDIANT,FIDELISE
204,5206.882928616642,7,1,1,2,0,3,2,1,1,ACTIF,CADRE,NOUVEAU
7,7005.364630572114,5,9,1,3,7,4,3,1,2,INACTIF,ETUDIANT,FIDELISE
29,3125.069196523123,7,9,2,2,2,2,2,2,3,ACTIF,OUVRIER,RISQUE
139,5863.026663015109,5,6,3,2,2,4,0,1,1,ACTIF,ETUDIANT,RISQUE
33,7929.947022584474,2,9,2,2,6,2,4,1,3,INACTIF,CADRE,RISQUE
134,6447.868198422701,5,1,1,3,7,4,3,0,1,ACTIF,CADRE,FIDELISE
111,4058.7478848184646,9,6,2,1,5,2,3,2,0,INACTIF,ETUDIANT,FIDELISE
79,8537.436705433587,11,5,2,1,3,2,3,1,2,ACTIF,OUVRIER,RISQUE
160,6816.78502384498,6,3,0,3,2,0,4,1,2,INACTIF,CADRE,RISQUE
179,1779.1040001513861,6,3,2,1,5,1,0,0,2,ACTIF,OUVRIER,NOUVEAU
203,7228.487229468453,3,5,2,3,0,3,1,0,0,ACTIF,OUVRIER,RISQUE
58,4357.251495165447,8,8,3,2,6,3,4,0,2,ACTIF,CADRE,FIDELISE
215,5893.127095284929,3,9,4,4,5,0,0,2,2,INACTIF,ETUDIANT,NOUVEAU
26,7516.008008586519,8,5,0,0,5,2,2,0,3,ACTIF,OUVRIER,FIDELISE
226,4400.790830670332,7,5,0,3,5,1,3,2,3,ACTIF,ETUDIANT,FIDELISE
174,2208.814771916372,6,0,0,2,6,4,3,0,1,ACTIF,OUVRIER,RISQUE
226,8511.090383811657,6,4,0,4,4,0,1,1,2,ACTIF,CADRE,NOUVEAU
29,7829.1669424038955,3,0,3,2,5,3,2,2,1,INACTIF,OUVRIER,FIDELISE
4,5325.487973634108,7,8,4,0,2,3,0,0,3,ACTIF,ETUDIANT,FIDELISE
209,7206.84290298423,4,9,3,1,5,3,2,0,0,ACTIF,ETUDIANT,RISQUE
99,4761.226535872631,4,3,0,1,3,2,2,1,3,ACTIF,OUVRIER,FIDELISE
141,5693.9403535217,10,1,4,2,1,4,1,1,1,ACTIF,OUVRIER,FIDELISE
233,5211.42411472652,6,8,3,0,2,4,0,1,0,INACTIF,OUVRIER,RISQUE
39,4842.111829285395,2,5,4,2,5,4,1,0,0,ACTIF,CADRE,RISQUE
15,6218.60516017151,4,9,3,1,5,2,0,1,0,INACTIF,ETUDIANT,RISQUE
119,3083.6423527088236,3,2,4,2,3,3,4,1,1,INACTIF,OUVRIER,FIDELISE
29,4996.838338468842,9,1,3,4,7,3,4,2,0,INACTIF,ETUDIANT,NOUVEAU
157,6128.95894496681,6,5,0,0,2,2,3,2,3,ACTIF,ETUDIANT,FIDELISE
75,9176.201415923271,3,9,0,1,4,1,1,2,3,INACTIF,ETUDIANT,NOUVEAU
116,3164.931569374608,7,5,0,2,4,2,4,0,1,ACTIF,ETUDIANT,FIDELISE
32,6541.106115464854,5,8,3,0,0,2,2,2,3,INACTIF,OUVRIER,FIDELISE
130,6760.297552855723,7,4,4,2,4,3,2,0,1,ACTIF,ETUDIANT,NOUVEAU
175,1746.5625386345268,7,8,4,1,6,4,4,1,1,ACTIF,ETUDIANT,FIDELISE
206,6321.064028818504,2,4,1,0,6,3,1,0,0,ACTIF,CADRE,FIDELISE
84,7260.5701579675615,7,1,2,1,7,1,3,0,1,INACTIF,OUVRIER,FIDELISE
22,6677.30535876487,3,0,0,4,3,0,2,1,3,ACTIF,ETUDIANT,FIDELISE
203,5332.145490254649,7,8,0,4,4,0,3,2,1,INACTIF,ETUDIANT,FIDELISE
27,6166.480073044858,5,9,0,3,3,2,2,2,0,ACTIF,OUVRIER,NOUVEAU
195,5839.68939449806,8,6,1,0,2,0,0,2,1,ACTIF,OUVRIER,FIDELISE
81,2121.0853233696107,3,2,1,4,0,4,4,1,0,ACTIF,ETUDIANT,NOUVEAU
126,5886.640649508932,7,5,1,3,5,3,1,0,0,INACTIF,CADRE,FIDELISE
236,4765.859188036655,4,9,0,0,5,1,2,1,0,INACTIF,CADRE,RISQUE
184,4090.355658004034,3,3,4,1,5,1,4,1,1,ACTIF,OUVRIER,FIDELISE
92,10469.939907173308,3,8,0,2,7,1,3,1,1,ACTIF,OUVRIER,RISQUE
221,8005.2314392391145,2,1,1,2,0,3,1,1,2,ACTIF,CADRE,NOUVEAU
21,3199.6558793712247,9,3,1,1,5,4,1,0,2,ACTIF,CADRE,FIDELISE
47,6193.272393131678,10,0,2,4,4,1,4,2,2,ACTIF,CADRE,RISQUE
208,8416.05055112865,7,6,3,2,6,0,4,2,0,ACTIF,CADRE,RISQUE
101,2507.6016918479963,7,3,2,1,5,4,4,1,3,INACTIF,CADRE,RISQUE
187,5653.966282814308,4,4,2,3,5,4,0,0,2,ACTIF,OUVRIER,FIDELISE
84,5748.145451438987,4,0,0,3,1,4,0,1,1,INACTIF,OUVRIER,FIDELISE
6,2951.0142350019546,5,1,3,1,6,1,1,0,0,INACTIF,OUVRIER,RISQUE
147,6259.100609224459,3,3,3,0,4,4,4,1,0,ACTIF,OUVRIER,NOUVEAU
185,7732.492781036251,7,1,0,4,5,1,0,2,1,ACTIF,ETUDIANT,RISQUE
197,8516.095182838308,4,0,4,4,1,0,1,2,2,INACTIF,CADRE,NOUVEAU
131,5001.2717967481085,4,9,0,1,4,0,2,1,2,INACTIF,CADRE,FIDELISE
1,10503.290070270225,4,0,4,2,3,0,4,2,3,INACTIF,OUVRIER,FIDELISE
58,1384.0664932064901,8,5,4,4,3,0,0,1,1,ACTIF,CADRE,FIDELISE
124,6212.433419628925,5,1,3,4,5,4,1,0,1,ACTIF,ETUDIANT,NOUVEAU
166,2675.411360140289,3,2,0,3,5,4,4,0,2,INACTIF,ETUDIANT,FIDELISE
15,5680.365274993799,11,4,0,3,7,1,1,0,3,INACTIF,ETUDIANT,RISQUE
162,4456.186499789941,7,2,3,3,7,0,2,0,3,ACTIF,OUVRIER,RISQUE
189,6513.754912781123,5,5,2,4,1,2,1,1,1,INACTIF,CADRE,RISQUE
163,5246.238571795611,6,6,0,4,0,0,1,2,2,ACTIF,ETUDIANT,FIDELISE
64,3848.031643946967,2,9,1,4,7,3,2,0,1,ACTIF,ETUDIANT,RISQUE
25,3979.41810487204,1,5,1,2,1,2,3,2,2,INACTIF,CADRE,NOUVEAU
24,9364.918994899106,3,1,0,2,2,3,4,1,1,ACTIF,CADRE,NOUVEAU
12,6387.04747692483,5,8,4,2,0,2,2,2,0,ACTIF,ETUDIANT,NOUVEAU
18,2095.742586923224,7,1,3,0,1,1,2,2,0,INACTIF,ETUDIANT,NOUVEAU
15,6601.575470233527,3,5,4,4,6,4,4,2,3,ACTIF,CADRE,RISQUE
236,5110.646675284006,4,8,1,4,7,1,1,1,0,ACTIF,OUVRIER,NOUVEAU
208,5509.202174194278,2,8,1,1,6,2,0,1,1,INACTIF,CADRE,RISQUE
27,7139.776307963594,5,1,3,1,2,0,4,1,2,ACTIF,OUVRIER,FIDELISE
72,7866.454347425692,2,8,1,0,2,1,2,2,2,ACTIF,ETUDIANT,RISQUE
60,3782.374544158622,5,7,2,1,7,2,1,0,2,ACTIF,OUVRIER,RISQUE
174,5440.516691689232,7,6,1,2,6,0,3,0,0,INACTIF,OUVRIER,RISQUE
217,4407.777994522861,3,7,4,0,7,4,1,2,0,ACTIF,ETUDIANT,RISQUE
145,6693.724362148525,6,9,4,0,5,2,0,0,2,INACTIF,ETUDIANT,FIDELISE
93,5035.391012527661,3,7,2,0,6,3,1,0,1,ACTIF,OUVRIER,RISQUE
53,5558.5029594037505,10,0,4,3,4,3,0,2,1,INACTIF,CADRE,NOUVEAU
8,4959.446477979671,5,8,4,1,5,3,3,1,3,INACTIF,CADRE,RISQUE
79,5287.760968861337,3,5,4,4,7,0,3,0,2,ACTIF,ETUDIANT,FIDELISE
27,8909.30201185627,7,0,0,3,1,0,1,1,2,INACTIF,ETUDIANT,NOUVEAU
174,10281.532329535448,3,0,2,2,6,1,4,0,1,ACTIF,CADRE,NOUVEAU
50,6254.184187484952,5,6,2,3,3,0,4,2,2,ACTIF,CADRE,FIDELISE
199,5300.060440366194,4,9,1,2,6,2,4,2,3,INACTIF,ETUDIANT,RISQUE
131,2308.726478220634,7,1,2,4,5,3,3,1,1,ACTIF,CADRE,RISQUE
93,3979.163600377253,4,5,3,4,4,4,0,1,1,INACTIF,OUVRIER,RISQUE
192,5246.527928428188,4,4,2,1,5,3,2,1,0,ACTIF,ETUDIANT,FIDELISE
172,4069.8735587251476,3,4,3,3,5,2,1,1,3,INACTIF,OUVRIER,FIDELISE
181,4280.198474256155,6,9,4,4,6,4,0,2,0,INACTIF,OUVRIER,NOUVEAU
24,8650.77894811233,10,5,3,2,0,1,2,2,3,ACTIF,OUVRIER,RISQUE
60,5557.581627476963,3,7,0,4,6,0,3,2,0,ACTIF,OUVRIER,RISQUE
122,5736.4239828038735,5,4,4,1,6,2,2,1,2,ACTIF,CADRE,FIDELISE
131,4151.618879323547,4,7,3,2,6,0,3,2,1,ACTIF,ETUDIANT,FIDELISE
148,7855.089449539172,5,4,4,0,3,1,3,2,2,INACTIF,CADRE,NOUVEAU
46,5074.842744022864,2,9,0,1,2,4,0,0,2,ACTIF,OUVRIER,RISQUE
15,4458.272669698287,3,5,4,1,0,2,4,0,3,INACTIF,OUVRIER,NOUVEAU
153,2338.498365381117,4,7,4,0,6,4,4,0,3,INACTIF,OUVRIER,NOUVEAU
222,5377.796172497267,6,1,2,4,6,2,0,1,3,ACTIF,OUVRIER,FIDELISE
206,4395.883996445196,7,6,1,1,4,1,1,1,2,ACTIF,ETUDIANT,RISQUE
199,8869.1594920338,4,2,3,0,5,1,3,2,1,INACTIF,ETUDIANT,NOUVEAU
17,9187.797384003901,7,8,1,0,2,1,1,2,0,INACTIF,ETUDIANT,RISQUE
126,3029.4390104674508,4,9,0,1,5,0,3,1,3,ACTIF,OUVRIER,FIDELISE
236,3255.6935242380055,5,6,0,3,2,3,3,0,1,ACTIF,OUVRIER,NOUVEAU
84,4947.360729747104,6,2,4,1,2,4,4,2,1,INACTIF,ETUDIANT,RISQUE
228,3867.9242092114564,9,7,1,3,3,2,4,0,3,ACTIF,ETUDIANT,RISQUE
9,5934.8331513734265,3,9,3,4,4,4,3,2,2,INACTIF,ETUDIANT,RISQUE
166,4846.753021828865,9,1,3,0,4,3,4,0,2,INACTIF,CADRE,FIDELISE
176,6061.064681110517,6,9,4,2,5,0,4,2,0,INACTIF,OUVRIER,NOUVEAU
188,7532.187043293934,2,7,3,1,7,0,2,0,1,ACTIF,ETUDIANT,NOUVEAU
63,3371.556979328985,9,6,2,2,6,3,2,0,0,INACTIF,ETUDIANT,RISQUE
214,7490.422444954797,4,4,1,4,3,2,3,1,2,ACTIF,OUVRIER,NOUVEAU
117,4042.6951713596463,5,3,0,1,4,3,4,2,2,ACTIF,CADRE,FIDELISE
130,9796.96569829755,5,9,3,2,2,0,2,0,0,INACTIF,OUVRIER,RISQUE
88,8741.951932498778,4,9,3,4,2,0,1,1,0,INACTIF,ETUDIANT,RISQUE
72,5273.839328227529,3,0,3,3,5,4,3,2,1,ACTIF,ETUDIANT,FIDELISE
139,3572.833110939917,5,3,4,4,7,2,3,1,0,ACTIF,CADRE,RISQUE
64,3190.2680406508334,4,5,0,1,2,2,1,0,0,ACTIF,CADRE,NOUVEAU
205,7247.25700414906,3,5,1,1,4,0,3,2,1,ACTIF,OUVRIER,NOUVEAU
209,5439.194466939003,5,1,3,1,1,3,4,0,2,INACTIF,ETUDIANT,FIDELISE
72,7353.733771503917,6,8,2,4,0,0,2,0,1,ACTIF,CADRE,FIDELISE
21,9908.45793859128,9,0,4,1,1,4,0,1,2,ACTIF,ETUDIANT,NOUVEAU
18,3959.234122567753,3,3,1,4,3,3,2,0,2,ACTIF,CADRE,RISQUE
222,3039.7235124838244,5,3,3,0,1,0,1,2,0,INACTIF,CADRE,FIDELISE
64,5885.120469065252,7,1,1,0,7,2,0,1,3,ACTIF,ETUDIANT,NOUVEAU
82,7789.519222904595,5,7,4,0,7,4,4,0,0,ACTIF,ETUDIANT,NOUVEAU
110,3619.0794204284857,2,1,2,2,6,0,4,0,3,ACTIF,OUVRIER,FIDELISE
239,5569.249477518492,5,1,3,0,7,0,2,0,3,ACTIF,OUVRIER,RISQUE
95,8240.08732234198,7,1,2,0,5,1,3,1,0,ACTIF,OUVRIER,NOUVEAU
166,2234.2443230192553,8,0,4,4,1,3,3,2,0,INACTIF,ETUDIANT,RISQUE
32,5970.635922878199,2,4,2,4,6,1,1,1,0,ACTIF,CADRE,NOUVEAU
11,4419.793812802431,3,3,4,1,5,2,3,0,3,INACTIF,OUVRIER,FIDELISE
45,5748.313181942606,6,1,2,1,3,3,4,1,2,INACTIF,ETUDIANT,NOUVEAU
